Source,Target,Weight,Type
AL-hist_Gregory of Tours.octomir,ML-hist_Alii.Chronicon Salernitanum,2,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Alii.VITA SORORIS AGNETIS,6,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Alii.VitaColumbae1,28,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Alii.VitaeSancGenReg,13,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Paulus Diaconus.historiae,5,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Venerable Bede.histeccl,4,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Voragine.legaur,13,undirected
AL-hist_Gregory of Tours.octomir,ML-hist_Zamorensis.leg,23,undirected
AL-hist_Gregory of Tours.octomir,NL-hist_Orlandini.histSocIes,1,undirected
AL-hist_Hegesippus.h-heg-hist,AL-hist_Curtius Rufus.hist,31,undirected
AL-hist_Hegesippus.h-heg-hist,AL-hist_Orosius.hist,7,undirected
AL-hist_Hegesippus.h-heg-hist,AL-hist_Sulpicius Severus.VitaMartini,1,undirected
AL-hist_Hegesippus.h-heg-hist,AL-hist_Valerius Maximus.factorum,7,undirected
AL-hist_Hegesippus.h-heg-hist,AL-orat_Anonymus.o-anon-paneg,3,undirected
AL-hist_Hegesippus.h-heg-hist,AL-theo_Boethius.De_fide_catholica,11,undirected
AL-hist_Hegesippus.h-heg-hist,ML-hist_Alii.AlimPetDamItinere,5,undirected
AL-hist_Hegesippus.h-heg-hist,ML-hist_Lambertus Hersfeldensis.annales,2,undirected
AL-hist_Hegesippus.h-heg-hist,NL-epis_Lipsius.epist,3,undirected
AL-hist_Hegesippus.h-heg-hist,NL-epis_Vossius.epistol,1,undirected
AL-hist_Hegesippus.h-heg-hist,NL-hist_Orlandini.histSocIes,7,undirected
AL-hist_Hegesippus.h-heg-hist,NL-orat_Alii.kordic-m-funere-lazzari,2,undirected
AL-hist_Hegesippus.h-heg-hist,NL-theo_Alii.marul-mar-inst,9,undirected
AL-hist_HistAug.aurel,AL-hist_HistAug.gall,11,undirected
AL-hist_HistAug.aurel,AL-hist_HistAug.gord,36,undirected
AL-hist_HistAug.aurel,AL-hist_HistAug.probus,30,undirected
AL-hist_HistAug.aurel,AL-hist_HistAug.triginta,54,undirected
AL-hist_HistAug.aurel,AL-hist_IuliusValerius.h-iul-res,3,undirected
AL-hist_HistAug.aurel,AL-hist_Martianus Capella.denup,1,undirected
AL-hist_HistAug.aurel,AL-tech_Aulus Gellius.NocAtt,14,undirected
AL-hist_HistAug.aurel,AL-tech_Servius.t-serv-comVerg,1,undirected
AL-hist_HistAug.aurel,ML-hist_Alii.HUGO FALCANDUS LIBER DE REGNO SICILIE,2,undirected
AL-hist_HistAug.aurel,NL-fict_Bebelius.facetIII,2,undirected
AL-hist_HistAug.aurel,NL-hist_Melanchthon.mel.hist,4,undirected
AL-hist_HistAug.aurel,NL-orat_Alii.zamagna-b-boscovich-oratio,1,undirected
AL-hist_HistAug.aurel,NL-tech_Masen.palaesstyl,25,undirected
AL-hist_HistAug.aurel,NL-theo_EncyclXXc.IoanXXIII_aet,3,undirected
AL-hist_HistAug.aurel,NL-theo_EncyclXXc.PiusXI_casti,5,undirected
AL-hist_HistAug.com,AL-hist_Ammianus.hist,8,undirected
AL-hist_HistAug.com,AL-hist_HistAug.hadr,30,undirected
AL-hist_HistAug.com,AL-hist_HistAug.marcant,26,undirected
AL-hist_HistAug.com,AL-hist_HistAug.max,3,undirected
AL-hist_HistAug.com,AL-hist_HistAug.sepsev,5,undirected
AL-hist_HistAug.com,AL-hist_Orosius.hist,1,undirected
AL-hist_HistAug.com,ML-hist_Alii.chronCatLang,1,undirected
AL-hist_HistAug.com,ML-hist_Alii.presb-docl-regnum-sl,2,undirected
AL-hist_HistAug.gall,AL-hist_HistAug.aurel,11,undirected
AL-hist_HistAug.gall,AL-hist_HistAug.gord,18,undirected
AL-hist_HistAug.gall,AL-hist_HistAug.sepsev,4,undirected
AL-hist_HistAug.gall,AL-hist_HistAug.triginta,40,undirected
AL-hist_HistAug.gall,ML-hist_Alii.ABBO FLORACENSIS,1,undirected
AL-hist_HistAug.gall,ML-hist_Alii.Chronicon Salernitanum,2,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.aurel,36,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.gall,18,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.helio,18,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.marcant,4,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.max,44,undirected
AL-hist_HistAug.gord,AL-hist_HistAug.triginta,37,undirected
AL-hist_HistAug.gord,AL-phil_Cicero.rep,1,undirected
AL-hist_HistAug.gord,AL-tech_Diomedes.t-diom-ars,2,undirected
AL-hist_HistAug.hadr,AL-hist_HistAug.com,30,undirected
AL-hist_HistAug.hadr,AL-hist_HistAug.helio,19,undirected
AL-hist_HistAug.hadr,AL-hist_HistAug.marcant,60,undirected
AL-hist_HistAug.hadr,AL-hist_HistAug.sepsev,44,undirected
AL-hist_HistAug.hadr,ML-hist_Alii.AlimPassioArialdi,5,undirected
AL-hist_HistAug.hadr,ML-hist_Alii.AlimQuilichinusHistorAlexMagn,2,undirected
AL-hist_HistAug.hadr,ML-hist_Alii.VitaeSancGenReg,3,undirected
AL-hist_HistAug.hadr,ML-hist_Nithard.historiae,2,undirected
AL-hist_HistAug.helio,AL-hist_HistAug.gord,18,undirected
AL-hist_HistAug.helio,AL-hist_HistAug.hadr,19,undirected
AL-hist_HistAug.helio,AL-hist_HistAug.marcant,24,undirected
AL-hist_HistAug.helio,AL-hist_HistAug.sepsev,3,undirected
AL-hist_HistAug.helio,ML-hist_Voragine.legaur,3,undirected
AL-hist_HistAug.helio,ML-hist_Zamorensis.leg,2,undirected
AL-hist_HistAug.marcant,AL-hist_Dares.deexcid,3,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.com,26,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.gord,4,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.hadr,60,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.helio,24,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.max,23,undirected
AL-hist_HistAug.marcant,AL-hist_HistAug.sepsev,39,undirected
AL-hist_HistAug.marcant,AL-hist_Suetonius.vitae,14,undirected
AL-hist_HistAug.marcant,ML-hist_Alii.AlimQuilichinusHistorAlexMagn,5,undirected
AL-hist_HistAug.marcant,ML-hist_Alii.Chronicon Salernitanum,3,undirected
AL-hist_HistAug.marcant,ML-hist_Alii.EINHARDI VITA KAROLI MAGNI,5,undirected
AL-hist_HistAug.marcant,ML-hist_Leo of Naples.hist,1,undirected
AL-hist_HistAug.max,AL-hist_HistAug.com,3,undirected
AL-hist_HistAug.max,AL-hist_HistAug.gord,44,undirected
AL-hist_HistAug.max,AL-hist_HistAug.marcant,23,undirected
AL-hist_HistAug.max,AL-hist_HistAug.sepsev,6,undirected
AL-hist_HistAug.max,AL-hist_HistAug.triginta,9,undirected
AL-hist_HistAug.max,AL-hist_Lactantius.DeMortibusPersecutorum,5,undirected
AL-hist_HistAug.max,ML-hist_Alii.Chronicon Salernitanum,4,undirected
AL-hist_HistAug.max,ML-hist_Alii.ZONARAS - HISTORIAE ROMANORUM EXCERPTA,1,undirected
AL-hist_HistAug.probus,AL-hist_Ammianus.hist,2,undirected
AL-hist_HistAug.probus,AL-hist_HistAug.aurel,30,undirected
AL-hist_HistAug.probus,AL-hist_HistAug.triginta,7,undirected
AL-hist_HistAug.probus,AL-orat_Anonymus.o-anon-paneg,11,undirected
AL-hist_HistAug.probus,NL-orat_Alii.stafilic-i-oratio-roma,1,undirected
AL-hist_HistAug.probus,NL-tech_Masen.palaesstyl,13,undirected
AL-hist_HistAug.probus,NL-theo_Alii.marul-mar-dial,3,undirected
AL-hist_HistAug.sepsev,AL-fict_Hyginus.FABVLAE,1,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.com,5,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.gall,4,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.hadr,44,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.helio,3,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.marcant,39,undirected
AL-hist_HistAug.sepsev,AL-hist_HistAug.max,6,undirected
AL-hist_HistAug.sepsev,AL-hist_Iustinus.hist,1,undirected
AL-hist_HistAug.sepsev,AL-hist_Orosius.hist,2,undirected
AL-hist_HistAug.sepsev,AL-hist_Suetonius.vitae,7,undirected
AL-hist_HistAug.sepsev,ML-fict_MythographiVaticani.MythVatI,2,undirected
AL-hist_HistAug.sepsev,ML-fict_MythographiVaticani.MythVatII,2,undirected
AL-hist_HistAug.sepsev,ML-hist_Alii.chronCatLang,3,undirected
AL-hist_HistAug.sepsev,ML-hist_Alii.ZONARAS - HISTORIAE ROMANORUM EXCERPTA,2,undirected
AL-hist_HistAug.sepsev,ML-hist_Paulus Diaconus.historiae,5,undirected
AL-hist_HistAug.triginta,AL-hist_Cicero.brut,2,undirected
AL-hist_HistAug.triginta,AL-hist_Gregory of Tours.historiae,1,undirected
AL-hist_HistAug.triginta,AL-hist_HistAug.aurel,54,undirected
AL-hist_HistAug.triginta,AL-hist_HistAug.gall,40,undirected
AL-hist_HistAug.triginta,AL-hist_HistAug.gord,37,undirected
AL-hist_HistAug.triginta,AL-hist_HistAug.max,9,undirected
AL-hist_HistAug.triginta,AL-hist_HistAug.probus,7,undirected
AL-hist_HistAug.triginta,ML-fict_MythographiVaticani.MythVatII,1,undirected
AL-hist_HistAug.triginta,NL-fict_Bebelius.facetIII,3,undirected
AL-hist_IuliusValerius.h-iul-res,AL-hist_Ammianus.hist,1,undirected
AL-hist_IuliusValerius.h-iul-res,AL-hist_HistAug.aurel,3,undirected
AL-hist_IuliusValerius.h-iul-res,AL-hist_Livius.aburbecond,2,undirected
AL-hist_IuliusValerius.h-iul-res,AL-orat_Anonymus.o-anon-paneg,11,undirected
AL-hist_IuliusValerius.h-iul-res,AL-poes_Catullus.catullus,3,undirected
AL-hist_IuliusValerius.h-iul-res,ML-hist_Alii.ABBO FLORACENSIS,1,undirected
AL-hist_IuliusValerius.h-iul-res,NL-epis_Lipsius.epist,2,undirected
AL-hist_IuliusValerius.h-iul-res,NL-hist_Orlandini.histSocIes,13,undirected
AL-hist_IuliusValerius.h-iul-res,NL-tech_Masen.palaesstyl,30,undirected
AL-hist_Iustinus.hist,AL-hist_Curtius Rufus.hist,6,undirected
AL-hist_Iustinus.hist,AL-hist_Florus.epit,1,undirected
AL-hist_Iustinus.hist,AL-hist_HistAug.sepsev,1,undirected
AL-hist_Iustinus.hist,AL-hist_Orosius.hist,36,undirected
AL-hist_Iustinus.hist,AL-hist_Sulpicius Severus.chronica,19,undirected
AL-hist_Iustinus.hist,AL-hist_Valerius Maximus.factorum,7,undirected
AL-hist_Iustinus.hist,AL-hist_Velleius.hist,2,undirected
AL-hist_Iustinus.hist,ML-hist_Alii.ZONARAS - HISTORIAE ROMANORUM EXCERPTA,4,undirected
AL-hist_Iustinus.hist,ML-hist_Lambertus Hersfeldensis.annales,2,undirected
AL-hist_Iustinus.hist,NL-hist_Alii.brodaric-s-mohach,5,undirected
AL-hist_Iustinus.hist,NL-hist_Alii.marul-mar-rdcg,11,undirected
AL-hist_Iustinus.hist,NL-hist_Boccaccio.casvirill,9,undirected
AL-hist_Iustinus.hist,NL-hist_Lhomand.lhomond.viris,1,undirected
AL-hist_Iustinus.hist,NL-hist_Orlandini.histSocIes,5,undirected
AL-hist_Iustinus.hist,NL-hist_Petrarca.virill,1,undirected
AL-hist_Iustinus.hist,NL-hist_Thuanus.histsuitemp,25,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,AL-hist_Ammianus.hist,1,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,AL-hist_HistAug.max,5,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,AL-hist_Suetonius.vitae,8,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,AL-hist_Sulpicius Severus.VitaMartini,3,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,ML-hist_Alii.Chronicon Salernitanum,2,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,ML-hist_Lambertus Hersfeldensis.annales,5,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,ML-hist_Venerable Bede.histeccl,1,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,NL-hist_Buchanan.buchanan,1,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,NL-hist_Orlandini.histSocIes,22,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,NL-hist_Petrarca.virill,21,undirected
AL-hist_Lactantius.DeMortibusPersecutorum,NL-theo_Alii.marul-mar-inst,2,undirected
AL-hist_Livius.aburbecond,AL-hist_Anonymus.bellafr,1,undirected
AL-hist_Livius.aburbecond,AL-hist_Anonymus.bellum alexandrinum,4,undirected
AL-hist_Livius.aburbecond,AL-hist_Caesar.gall,2,undirected
AL-hist_Livius.aburbecond,AL-hist_Curtius Rufus.hist,32,undirected
AL-hist_Livius.aburbecond,AL-hist_Dictys.h-dict-bellTroi,16,undirected
AL-hist_Livius.aburbecond,AL-hist_IuliusValerius.h-iul-res,2,undirected
AL-hist_Livius.aburbecond,AL-hist_Nepos.devir,1,undirected
AL-hist_Livius.aburbecond,AL-hist_Sallustius.sall.cat,15,undirected
AL-hist_Livius.aburbecond,AL-hist_Sallustius.sall.jug,18,undirected
AL-hist_Livius.aburbecond,AL-hist_Velleius.hist,13,undirected
AL-hist_Livius.aburbecond,AL-tech_Frontinus.stratagemata,22,undirected
AL-hist_Livius.aburbecond,NL-fict_Holberg.nicklim,1,undirected
AL-hist_Livius.aburbecond,NL-hist_Alii.brodaric-s-mohach,8,undirected
AL-hist_Livius.aburbecond,NL-hist_Alii.cipiko-k-petri,2,undirected
AL-hist_Livius.aburbecond,NL-hist_Alii.tubero-comm-rhac,2,undirected
AL-hist_Livius.aburbecond,NL-hist_Alii.tubero-comm,3,undirected
AL-hist_Livius.aburbecond,NL-hist_Biggs.biggs,8,undirected
AL-hist_Livius.aburbecond,NL-hist_Buchanan.buchanan,3,undirected
AL-hist_Livius.aburbecond,NL-hist_Lhomand.lhomond.viris,37,undirected
AL-hist_Livius.aburbecond,NL-hist_Orlandini.histSocIes,53,undirected
AL-hist_Livius.aburbecond,NL-hist_Petrarca.virill,2,undirected
AL-hist_Livius.aburbecond,NL-hist_Thuanus.histsuitemp,9,undirected
AL-hist_Martianus Capella.denup,AL-hist_HistAug.aurel,1,undirected
AL-hist_Martianus Capella.denup,AL-hist_Solinus.demirabilibus,2,undirected
AL-hist_Martianus Capella.denup,AL-phil_Apuleius.apuleius.deosocratis,1,undirected
AL-hist_Martianus Capella.denup,AL-phil_Apuleius.apuleius.dog,14,undirected
AL-hist_Martianus Capella.denup,AL-phil_Apuleius.apuleius.mundo,27,undirected
AL-hist_Martianus Capella.denup,AL-phil_Boethius.De_differentiis_topicis,11,undirected
AL-hist_Martianus Capella.denup,AL-phil_Boethius.De_hypotheticis_syllogismis,6,undirected
AL-hist_Martianus Capella.denup,AL-phil_Boethius.De_syllogismo_categorico,4,undirected
AL-hist_Martianus Capella.denup,AL-phil_Boethius.ph-boet-analpr,7,undirected
AL-hist_Martianus Capella.denup,AL-phil_Calcidius.ph-calc-tim,22,undirected
AL-hist_Martianus Capella.denup,AL-tech_Anonymus.t-anon-adnLuc,2,undirected
AL-hist_Martianus Capella.denup,AL-tech_Celsus.demed,6,undirected
AL-hist_Martianus Capella.denup,AL-tech_Cledonius.t-cled-ars,19,undirected
AL-hist_Martianus Capella.denup,AL-tech_Diomedes.t-diom-ars,47,undirected
AL-hist_Martianus Capella.denup,AL-tech_Flavius Vegetius.milit,3,undirected
AL-hist_Martianus Capella.denup,AL-tech_Frontinus.aqua,2,undirected
AL-hist_Martianus Capella.denup,AL-tech_Macrobius.t-macrob-scip,30,undirected
AL-hist_Martianus Capella.denup,AL-tech_Plinius Maior.nh,34,undirected
AL-hist_Martianus Capella.denup,AL-tech_Servius.t-serv-comVerg,2,undirected
AL-hist_Martianus Capella.denup,AL-tech_Varro.linglat,12,undirected
AL-hist_Martianus Capella.denup,AL-tech_Varro.resrust,6,undirected
AL-hist_Martianus Capella.denup,AL-tech_Vegetius.t-veg-resmilit,4,undirected
AL-hist_Martianus Capella.denup,AL-tech_Vitruvius.arch,10,undirected
AL-hist_Martianus Capella.denup,AL-theo_Augustinus.De_dialectica,1,undirected
AL-hist_Martianus Capella.denup,AL-theo_Boethius.De_fide_catholica,1,undirected
AL-hist_Martianus Capella.denup,ML-tech_Alcuinus.DISPUTATIO DE RHETORICA,3,undirected
AL-hist_Martianus Capella.denup,ML-tech_Alii.AlimPaulusCamaldNotitiaVersificandi,8,undirected
AL-hist_Martianus Capella.denup,ML-tech_Alii.JoanDeSacBosDeArtNumerandi,19,undirected
AL-hist_Martianus Capella.denup,ML-tech_Hugo St Victor.did,20,undirected
AL-hist_Martianus Capella.denup,NL-phil_Alii.petric-f-zoroaster,3,undirected
AL-hist_Martianus Capella.denup,NL-phil_Cardanus.desubt,25,undirected
AL-hist_Martianus Capella.denup,NL-phil_Patricius.patricius-luc-diaph,2,undirected
AL-hist_Martianus Capella.denup,NL-tech_Copernicus.RevolOrb,15,undirected
AL-hist_Martianus Capella.denup,NL-tech_Gallileo.galileo.sid,1,undirected
AL-hist_Martianus Capella.denup,NL-tech_Gozze.Rhet_pars,3,undirected
AL-hist_Martianus Capella.denup,NL-tech_Kepler.strena,9,undirected
AL-hist_Martianus Capella.denup,NL-tech_Masen.palaesstyl,17,undirected
AL-hist_Martianus Capella.denup,NL-tech_Sennert.instmed,14,undirected
AL-hist_Martianus Capella.denup,NL-tech_Sennert.natsc,18,undirected
AL-hist_Nepos.devir,AL-hist_Anonymus.bellum alexandrinum,6,undirected
AL-hist_Nepos.devir,AL-hist_Caesar.gall,2,undirected
AL-hist_Nepos.devir,AL-hist_Livius.aburbecond,1,undirected
AL-hist_Nepos.devir,AL-hist_Sulpicius Severus.VitaMartini,2,undirected
AL-hist_Nepos.devir,AL-hist_Valerius Maximus.factorum,16,undirected
AL-hist_Nepos.devir,AL-hist_Velleius.hist,1,undirected
AL-hist_Nepos.devir,AL-orat_Cicero.vatin,3,undirected
AL-hist_Nepos.devir,AL-orat_Cicero.verr,3,undirected
AL-hist_Nepos.devir,NL-epis_Erasmus.epist,1,undirected
AL-hist_Nepos.devir,NL-hist_Alii.tubero-comm,1,undirected
AL-hist_Nepos.devir,NL-hist_Lhomand.lhomond.viris,29,undirected
AL-hist_Nepos.devir,NL-hist_Orlandini.histSocIes,4,undirected
AL-hist_Orosius.hist,AL-hist_Ammianus.hist,21,undirected
AL-hist_Orosius.hist,AL-hist_Aurelius Victor.DeCaesaribusEpitome,9,undirected
AL-hist_Orosius.hist,AL-hist_Aurelius Victor.DeVirisIllustribus,5,undirected
AL-hist_Orosius.hist,AL-hist_Eutropius.brev,31,undirected
AL-hist_Orosius.hist,AL-hist_Florus.epit,24,undirected
AL-hist_Orosius.hist,AL-hist_Hegesippus.h-heg-hist,7,undirected
AL-hist_Orosius.hist,AL-hist_HistAug.com,1,undirected
AL-hist_Orosius.hist,AL-hist_HistAug.sepsev,2,undirected
AL-hist_Orosius.hist,AL-hist_Iustinus.hist,36,undirected
AL-hist_Orosius.hist,AL-hist_Solinus.demirabilibus,11,undirected
AL-hist_Orosius.hist,AL-hist_Sulpicius Severus.chronica,5,undirected
AL-hist_Orosius.hist,AL-hist_Velleius.hist,2,undirected
AL-hist_Orosius.hist,AL-phil_Apuleius.apuleius.mundo,1,undirected
AL-hist_Orosius.hist,ML-hist_Alii.AlimArnulfLiberGestorumRecentium,27,undirected
AL-hist_Orosius.hist,ML-hist_Alii.AlimGotifridViterMemoriaSeculorum,2,undirected
AL-hist_Orosius.hist,ML-hist_Alii.chronCatLang,3,undirected
AL-hist_Orosius.hist,ML-hist_Alii.chronSPetrErf,1,undirected
AL-hist_Orosius.hist,ML-hist_Alii.EINHARDI VITA KAROLI MAGNI,6,undirected
AL-hist_Orosius.hist,ML-hist_Alii.ERCHEMPERT HISTORIA LANGABARDORVM BENEVENTARNORVM,8,undirected
AL-hist_Orosius.hist,ML-hist_Alii.RICHERI HISTORIARUM LIBRI QUATUOR,12,undirected
AL-hist_Orosius.hist,ML-hist_Alii.WIDUKINDI RES GESTAE SAXONICAE,2,undirected
AL-hist_Orosius.hist,ML-hist_AnonymousValesianus.origo,1,undirected
AL-hist_Orosius.hist,ML-hist_Haimo Bambergensis.dedecursu,3,undirected
AL-hist_Orosius.hist,ML-hist_Otto Frisingensis.chron,8,undirected
AL-hist_Orosius.hist,NL-fict_Holberg.nicklim,1,undirected
AL-hist_Orosius.hist,NL-hist_Alii.baric-a-stat,2,undirected
AL-hist_Orosius.hist,NL-hist_Alii.cipiko-k-petri,1,undirected
AL-hist_Orosius.hist,NL-hist_Alii.marul-mar-rdcg,23,undirected
AL-hist_Orosius.hist,NL-hist_Alii.vitezov-ritter-p-croatia,2,undirected
AL-hist_Orosius.hist,NL-hist_Alii.vrancic-a-iter,1,undirected
AL-hist_Orosius.hist,NL-hist_Cantemir.DescMold,1,undirected
AL-hist_Orosius.hist,NL-hist_Lhomand.lhomond.viris,3,undirected
AL-hist_Orosius.hist,NL-hist_Orlandini.histSocIes,16,undirected
AL-hist_Orosius.hist,NL-orat_Alii.pribojev-v-or,3,undirected
AL-hist_Orosius.hist,NL-phil_Alii.petric-f-zoroaster,11,undirected
AL-hist_Orosius.hist,NL-tech_Copernicus.RevolOrb,4,undirected
AL-hist_Sallustius.sall.cat,AL-epis_Sallustius.sall-ep,46,undirected
AL-hist_Sallustius.sall.cat,AL-hist_Livius.aburbecond,15,undirected
AL-hist_Sallustius.sall.cat,AL-hist_Sallustius.sall.jug,66,undirected
AL-hist_Sallustius.sall.cat,AL-hist_Sulpicius Severus.chronica,1,undirected
AL-hist_Sallustius.sall.cat,NL-hist_Alii.tubero-comm,1,undirected
AL-hist_Sallustius.sall.cat,NL-hist_Orlandini.histSocIes,3,undirected
AL-hist_Sallustius.sall.jug,AL-epis_Sallustius.sall-ep,21,undirected
AL-hist_Sallustius.sall.jug,AL-hist_Livius.aburbecond,18,undirected
AL-hist_Sallustius.sall.jug,AL-hist_Sallustius.sall.cat,66,undirected
AL-hist_Sallustius.sall.jug,AL-hist_Tacitus.ann,12,undirected
AL-hist_Sallustius.sall.jug,AL-hist_Valerius Maximus.factorum,1,undirected
AL-hist_Sallustius.sall.jug,AL-tech_Cato.cato.agri,1,undirected
AL-hist_Sallustius.sall.jug,NL-poes_Alii.feric-d-periegesis,2,undirected
AL-hist_Solinus.demirabilibus,AL-hist_Ammianus.hist,16,undirected
AL-hist_Solinus.demirabilibus,AL-hist_Martianus Capella.denup,2,undirected
AL-hist_Solinus.demirabilibus,AL-hist_Orosius.hist,11,undirected
AL-hist_Solinus.demirabilibus,AL-tech_Flavius Vegetius.milit,1,undirected
AL-hist_Solinus.demirabilibus,AL-tech_Frontinus.aqua,17,undirected
AL-hist_Solinus.demirabilibus,AL-tech_Isidore.etymol,22,undirected
AL-hist_Solinus.demirabilibus,AL-tech_Plinius Maior.nh,57,undirected
AL-hist_Solinus.demirabilibus,AL-tech_Pomponius Mela.chor,30,undirected
AL-hist_Solinus.demirabilibus,ML-hist_Alii.AlimBardoVitAnselmLucensis,1,undirected
AL-hist_Solinus.demirabilibus,ML-hist_Lambertus Hersfeldensis.annales,2,undirected
AL-hist_Solinus.demirabilibus,ML-tech_Grosseteste.De_sphaera,5,undirected
AL-hist_Solinus.demirabilibus,NL-hist_Alii.rattkay-i-tarahum,9,undirected
AL-hist_Solinus.demirabilibus,NL-hist_Alii.sisgor-g-de-situ,12,undirected
AL-hist_Solinus.demirabilibus,NL-hist_Alii.vitezov-ritter-p-croatia,26,undirected
AL-hist_Solinus.demirabilibus,NL-hist_Alii.vrancic-a-iter,26,undirected
AL-hist_Solinus.demirabilibus,NL-phil_Alii.petric-f-zoroaster,8,undirected
AL-hist_Solinus.demirabilibus,NL-tech_Alii.getaldi-m-promo,1,undirected
AL-hist_Solinus.demirabilibus,NL-tech_Masen.palaesstyl,6,undirected
AL-hist_Suetonius.vitae,AL-hist_Ammianus.hist,7,undirected
AL-hist_Suetonius.vitae,AL-hist_Aurelius Victor.DeCaesaribusEpitome,12,undirected
AL-hist_Suetonius.vitae,AL-hist_Aurelius Victor.DeCaesaribusHistAbbr,2,undirected
AL-hist_Suetonius.vitae,AL-hist_HistAug.marcant,14,undirected
AL-hist_Suetonius.vitae,AL-hist_HistAug.sepsev,7,undirected
AL-hist_Suetonius.vitae,AL-hist_Lactantius.DeMortibusPersecutorum,8,undirected
AL-hist_Suetonius.vitae,AL-hist_Tacitus.ann,47,undirected
AL-hist_Suetonius.vitae,AL-hist_Tacitus.his,11,undirected
AL-hist_Suetonius.vitae,AL-hist_Valerius Maximus.factorum,23,undirected
AL-hist_Suetonius.vitae,AL-hist_Velleius.hist,2,undirected
AL-hist_Suetonius.vitae,ML-hist_Alii.EINHARDI VITA KAROLI MAGNI,24,undirected
AL-hist_Suetonius.vitae,ML-hist_Alii.ZONARAS - HISTORIAE ROMANORUM EXCERPTA,6,undirected
AL-hist_Suetonius.vitae,ML-hist_Lambertus Hersfeldensis.annales,1,undirected
AL-hist_Suetonius.vitae,ML-hist_Nithard.historiae,16,undirected
AL-hist_Suetonius.vitae,NL-epis_Alii.sisak-epist,1,undirected
AL-hist_Suetonius.vitae,NL-hist_Alii.krcelic-b-ann,6,undirected
AL-hist_Suetonius.vitae,NL-hist_Orlandini.histSocIes,27,undirected
AL-hist_Suetonius.vitae,NL-hist_Petrarca.virill,2,undirected
AL-hist_Suetonius.vitae,NL-hist_Thuanus.histsuitemp,11,undirected
AL-hist_Sulpicius Severus.chronica,AL-hist_Aurelius Victor.DeCaesaribusEpitome,2,undirected
